

0.807 0.303 -0.581 
0.753 2 1.616 -0.329 0.792 1 1.892 0.792 
0.690 1.617 -0.364 
0.760 1.945 0.837 
0.744 2 1.646 -0.308 0.795 1 1.973 0.879 
0.625 1.634 -0.333 0.823 2.108 0.924 

0.796 1 2.053 0.963 0.743 2 1.649 -0.256 
0.815 2.122 0.980 
0.733 1.574 -0.212 
0.797 1 2.127 1.047 0.744 2 1.652 -0.211 
0.812 2.157 1.053 
0.755 1.596 -0.186 
0.749 2 1.706 -0.133 0.798 1 2.173 1.111 
0.818 1.771 -0.067 0.808 2.157 1.091 

0.748 2 1.697 -0.086 0.798 1 2.201 1.172 
0.730 1.657 -0.088 0.804 2.164 1.151 

0.742 2 1.655 -0.033 0.793 1 2.208 1.219 
0.663 1.597 -0.028 0.726 2.155 1.188 

0.738 2 1.789 0.045 0.784 1 2.200 1.252 
0.684 1.946 0.077 0.665 2.146 1.214 

0.735 2 1.879 0.121 0.785 1 2.165 1.319 
0.702 1.940 0.138 
0.793 2.015 1.349 
0.735 2 1.957 0.186 0.789 1 2.125 1.434 
0.728 1.983 0.185 0.837 2.071 1.513 

0.735 2 2.029 0.249 0.786 1 2.089 1.516 
0.736 2.034 0.243 0.746 2.070 1.521 

0.735 2 2.086 0.308 0.784 1 2.042 1.601 
0.741 2.067 0.298 0.759 2.026 1.606 

0.730 2 2.130 0.355 0.782 1 2.002 1.661 
0.654 2.098 0.332 0.764 2.010 1.633 

0.782 1 1.975 1.710 0.727 2 2.156 0.420 
0.780 2.002 1.678 
0.697 2.055 0.431 
0.783 1 1.957 1.741 0.726 2 2.172 0.475 
0.788 1.994 1.701 
0.711 2.059 0.451 
0.784 1 1.947 1.760 0.725 2 2.184 0.518 
0.802 1.987 1.721 
0.710 2.100 0.467 
0.786 1 1.945 1.771 0.726 2 2.190 0.555 
0.812 1.986 1.740 
0.734 2.125 0.506 
0.782 1 1.945 1.775 0.728 2 2.191 0.591 
0.736 1.977 1.753 
0.756 2.147 0.566 
0.781 1 1.942 1.764 0.730 2 2.197 0.636 
0.764 1.961 1.739 
0.760 2.196 0.648 
0.781 1 1.938 1.747 0.732 2 2.211 0.689 
0.780 1.950 1.735 
0.760 2.252 0.729 
0.776 1 1.932 1.727 0.733 2 2.236 0.749 
0.709 1.935 1.723 
0.750 2.311 0.801 
0.774 1 1.917 1.692 0.724 2 2.270 0.812 
0.743 1.908 1.685 
0.600 2.352 0.860 
0.773 1 1.900 1.657 0.673 2 2.282 0.865 
0.763 1.890 1.661 

0.774 1 1.937 1.532 0.626 2 2.282 0.865 
0.784 1.985 1.450 

0.773 1 1.893 1.503 0.641 2 2.288 0.903 

0.831 2.303 1.016 0.760 1.754 1.652 
0.774 1 1.835 1.452 0.653 2 2.318 0.969 

0.819 2.367 0.960 0.791 1.698 1.524 
0.776 1 1.772 1.375 0.664 2 2.354 1.018 

0.804 2.403 0.957 0.801 1.664 1.376 
0.671 2 2.432 1.104 0.779 1 1.708 1.280 
0.765 2.515 1.136 
0.816 1.648 1.259 
0.678 2 2.487 1.187 0.781 1 1.694 1.164 
0.774 2.497 1.199 
0.791 2.412 1.039 0.833 1.639 1.147 
0.678 2 2.509 1.268 0.783 1 1.708 1.058 
0.685 2.473 1.267 
0.764 2.404 1.121 0.840 1.624 1.073 
0.674 2 2.521 1.293 0.787 1 1.652 0.958 

0.840 1.598 1.017 0.611 2.424 1.137 
0.627 2 2.559 1.359 0.791 1 1.609 0.872 

0.845 1.594 0.982 
0.792 1 1.623 0.814 0.583 2 2.559 1.359 
0.803 1.707 0.905 

0.792 1 1.647 0.752 0.604 2 2.505 1.414 
0.805 1.705 0.801 
0.886 2.305 1.607 
0.793 1 1.672 0.708 0.624 2 2.465 1.531 
0.805 1.704 0.758 
0.884 2.283 1.621 
0.794 1 1.693 0.669 0.641 2 2.414 1.636 
0.806 1.702 0.705 
0.872 2.285 1.640 
0.795 1 1.719 0.627 0.656 2 2.358 1.720 
0.806 1.726 0.644 
0.853 2.278 1.649 
0.796 1 1.748 0.580 0.669 2 2.298 1.820 
0.806 1.746 0.581 0.840 2.280 1.815 

0.791 1 1.773 0.514 0.680 2 2.226 1.900 
0.721 1.762 0.489 0.834 2.215 1.868 

0.781 1 1.797 0.436 0.690 2 2.168 1.955 
0.653 1.782 0.400 0.821 2.190 1.907 

0.775 1 1.803 0.380 0.698 2 2.120 1.997 
0.689 1.767 0.377 0.807 2.156 1.950 
0.900 0.459 1.710 
0.771 1 1.814 0.296 0.701 2 2.060 2.025 
0.720 1.791 0.262 0.734 2.081 1.982 
0.912 0.561 1.689 
0.769 1 1.833 0.211 0.699 2 1.998 2.050 0.883 3 0.510 1.791 
0.743 1.822 0.186 0.669 2.020 2.021 0.883 0.510 1.791 

0.766 1 1.855 0.137 0.882 3 0.572 1.762 0.706 2 1.900 2.043 
0.730 1.850 0.133 0.876 0.572 1.762 
0.811 1.863 1.941 
0.764 1 1.871 0.062 0.883 3 0.699 1.724 0.714 2 1.795 2.041 
0.738 1.858 0.059 0.892 0.740 1.712 
0.820 1.766 1.998 
0.758 1 1.876 0.000 0.884 3 0.839 1.688 0.722 2 1.729 2.049 
0.677 1.856 0.013 0.896 0.856 1.685 
0.825 1.849 2.071 
0.885 3 0.966 1.650 0.763 1 1.849 -0.096 0.718 2 1.677 2.061 
0.897 0.968 1.648 
0.832 1.740 -0.157 0.660 1.818 2.121 
0.770 1 1.824 -0.206 0.873 3 1.071 1.619 0.711 2 1.592 2.025 
0.860 1.788 -0.245 0.717 1.058 1.622 
0.709 1.271 1.625 0.528 1.786 2.172 
0.776 1 1.817 -0.307 0.858 3 1.094 1.575 0.661 2 1.504 1.997 
0.857 1.821 -0.314 0.657 1.037 1.570 

0.781 1 1.819 -0.399 0.848 3 1.268 1.529 0.673 2 1.455 2.056 
0.847 1.837 -0.389 0.712 1.328 1.526 
0.831 1.283 2.256 
0.785 1 1.810 -0.480 0.841 3 1.413 1.476 0.683 2 1.305 2.086 
0.841 1.813 -0.459 0.753 1.428 1.472 
0.820 1.190 2.214 
0.789 1 1.795 -0.559 0.837 3 1.555 1.428 0.694 2 1.163 2.112 
0.832 1.795 -0.540 0.780 1.559 1.429 
0.837 1.133 2.194 
0.785 1 1.762 -0.595 0.834 3 1.711 1.373 0.702 2 1.107 2.077 
0.738 1.744 -0.533 0.788 1.720 1.372 0.803 1.240 2.023 

0.777 1 1.722 -0.625 0.700 2 1.140 2.006 0.825 3 1.804 1.343 
0.669 1.707 -0.578 0.673 1.329 1.936 
0.745 1.233 1.954 0.868 1.087 2.198 0.671 1.836 1.228 
0.702 2 1.006 2.088 0.778 1 1.688 -0.713 0.817 3 1.908 1.287 
0.733 0.928 2.223 
0.800 1.693 -0.782 0.718 1.841 1.263 
0.783 1 1.698 -0.808 0.707 2 0.965 2.002 0.813 3 1.995 1.243 
0.842 1.766 -0.850 0.780 1.011 1.910 
0.759 1.897 1.260 
0.787 1 1.708 -0.893 0.708 2 0.930 1.918 0.811 3 2.078 1.205 
0.835 1.750 -0.907 0.711 0.965 1.863 
0.783 2.000 1.242 
0.790 1 1.711 -0.967 0.718 2 0.876 1.851 0.810 3 2.173 1.164 
0.835 1.730 -0.965 
0.790 2.163 1.184 0.860 0.867 1.825 
0.794 1 1.701 -1.029 0.716 2 0.837 1.789 0.805 3 2.291 1.139 
0.843 1.698 -1.013 
0.746 2.356 1.197 0.688 0.857 1.805 
0.797 1 1.679 -1.090 0.809 3 2.475 1.110 0.719 2 0.772 1.751 
0.836 1.663 -1.079 0.860 2.601 1.124 0.762 0.730 1.806 

0.794 1 1.655 -1.137 0.807 3 2.621 1.098 0.722 2 0.703 1.693 
0.756 1.640 -1.117 0.777 2.639 1.124 0.761 0.668 1.707 

0.787 1 1.629 -1.177 0.806 3 2.783 1.079 0.725 2 0.644 1.632 
0.692 1.619 -1.156 0.798 2.806 1.082 0.762 0.633 1.643 

0.782 1 1.549 -1.276 0.806 3 2.921 1.052 0.723 2 0.606 1.575 
0.725 1.485 -1.329 0.807 2.905 1.044 0.694 0.617 1.591 
0.813 5.405 2.521 
0.779 1 1.495 -1.359 0.801 3 3.031 1.036 0.722 2 0.576 1.514 
0.735 1.482 -1.380 0.735 2.986 1.038 0.705 0.591 1.526 
0.810 5.405 2.521 
0.776 1 1.442 -1.439 0.715 2 0.557 1.469 0.786 3 3.118 1.024 
0.737 1.440 -1.449 0.622 0.573 1.498 0.588 3.058 1.027 
0.648 5.405 2.521 
0.773 1 1.386 -1.507 0.710 2 0.548 1.372 0.781 3 3.214 0.984 
0.737 1.386 -1.501 0.642 0.567 1.337 
0.717 3.145 0.915 0.519 5.405 2.521 
0.766 1 1.324 -1.584 0.706 2 0.548 1.270 0.779 3 3.307 0.941 
0.663 1.322 -1.589 0.658 0.564 1.245 
0.741 3.250 0.873 
0.705 2 0.556 1.175 0.767 1 1.250 -1.625 0.777 3 3.407 0.888 
0.692 0.570 1.171 
0.785 1.233 -1.548 0.756 3.395 0.813 
0.768 1 1.194 -1.693 0.705 2 0.564 1.095 0.776 3 3.523 0.828 
0.777 1.220 -1.699 0.704 0.565 1.112 
0.756 3.573 0.759 
0.769 1 1.141 -1.765 0.776 3 3.683 0.747 0.707 2 0.573 1.005 
0.783 1.166 -1.773 0.777 3.772 0.697 0.732 0.569 1.011 

0.771 1 1.092 -1.828 0.775 3 3.833 0.675 0.705 2 0.554 0.919 
0.794 1.113 -1.825 0.765 3.866 0.666 0.676 0.513 0.931 

0.773 1 1.045 -1.879 0.768 3 3.951 0.626 0.707 2 0.575 0.784 
0.801 1.066 -1.864 0.683 3.933 0.651 
0.738 0.594 0.701 
0.774 1 1.000 -1.923 0.708 2 0.629 0.677 0.758 3 4.083 0.536 
0.796 1.015 -1.907 0.724 0.678 0.686 
0.613 4.086 0.493 
0.771 1 0.966 -1.960 0.709 2 0.689 0.588 0.749 3 4.198 0.458 
0.721 0.989 -1.944 0.716 0.715 0.621 
0.636 4.147 0.467 
0.708 2 0.743 0.503 0.775 1 0.881 -1.989 0.742 3 4.293 0.389 
0.702 0.743 0.531 
0.827 0.796 -1.951 0.650 4.191 0.438 
0.698 2 0.785 0.425 0.778 1 0.809 -2.006 0.738 3 4.362 0.330 
0.562 0.764 0.453 
0.823 0.778 -1.956 0.684 4.216 0.413 
0.781 1 0.747 -2.057 0.691 2 0.817 0.343 0.736 3 4.416 0.280 
0.818 0.752 -2.095 
0.713 4.288 0.369 0.592 0.746 0.377 
0.778 1 0.704 -2.115 0.683 2 0.845 0.274 0.737 3 4.472 0.226 
0.738 0.731 -2.149 
0.740 4.417 0.270 0.589 0.758 0.337 
0.770 1 0.687 -2.113 0.682 2 0.916 0.195 0.726 3 4.520 0.177 
0.674 0.734 -2.068 0.669 0.942 0.201 
0.592 4.485 0.221 
0.760 1 0.679 -2.117 0.683 2 0.972 0.118 0.676 3 4.568 0.118 
0.620 0.717 -2.100 0.697 0.963 0.121 

0.681 2 1.023 0.036 0.757 1 0.655 -2.169 0.628 3 4.568 0.118 
0.642 1.006 0.029 
0.718 0.663 -2.263 
0.674 2 1.016 -0.022 0.744 1 0.634 -2.222 0.584 3 4.568 0.118 
0.594 0.940 -0.003 
0.574 0.637 -2.308 
0.672 2 1.078 -0.103 0.736 1 0.624 -2.315 0.543 3 4.568 0.118 
0.634 1.099 -0.118 
0.632 0.647 -2.527 
0.672 2 1.138 -0.182 0.733 1 0.621 -2.424 0.505 3 4.568 0.118 
0.674 1.150 -0.192 
0.684 0.639 -2.587 
0.669 2 1.191 -0.261 0.720 1 0.621 -2.545 0.470 3 4.568 0.118 
0.627 1.190 -0.270 
0.547 0.626 -2.665 
0.669 2 1.220 -0.327 0.669 1 0.625 -2.647 0.437 3 4.568 0.118 
0.678 1.193 -0.321 

0.672 2 1.247 -0.394 0.622 1 0.625 -2.647 0.407 3 4.568 0.118 
0.708 1.227 -0.393 
0.721 5.393 2.515 
0.677 2 1.280 -0.468 0.579 1 0.625 -2.647 0.378 3 4.568 0.118 
0.742 1.273 -0.476 
0.577 5.393 2.515 
0.677 2 1.314 -0.534 0.538 1 0.625 -2.647 0.352 3 4.568 0.118 
0.680 1.312 -0.532 

0.684 2 1.315 -0.601 0.501 1 0.625 -2.647 0.327 3 4.568 0.118 

0.768 1.241 -0.606 
0.692 2 1.310 -0.660 0.466 1 0.625 -2.647 0.304 3 4.568 0.118 

0.798 1.242 -0.642 
0.701 2 1.306 -0.724 0.433 1 0.625 -2.647 

0.820 1.275 -0.731 
0.712 2 1.357 -0.818 0.403 1 0.625 -2.647 
0.863 1.440 -0.872 

0.723 2 1.411 -0.913 0.375 1 0.625 -2.647 
0.866 1.460 -0.941 

0.727 2 1.458 -1.003 0.348 1 0.625 -2.647 
0.777 1.482 -1.010 

0.731 2 1.496 -1.099 0.324 1 0.625 -2.647 
0.793 1.500 -1.110 

0.736 2 1.519 -1.179 0.301 1 0.625 -2.647 
0.801 1.504 -1.165 

0.735 2 1.537 -1.241 
0.727 1.519 -1.209 

0.731 2 1.545 -1.285 
0.668 1.523 -1.243 

0.735 2 1.525 -1.343 

0.797 1.427 -1.315 
0.740 2 1.501 -1.388 

0.806 1.421 -1.335 
0.744 2 1.468 -1.424 

0.797 1.400 -1.368 
0.747 2 1.429 -1.463 

0.790 1.387 -1.447 
0.751 2 1.378 -1.497 

0.795 1.335 -1.487 
0.755 2 1.310 -1.534 

0.805 1.258 -1.549 
0.757 2 1.262 -1.606 
0.789 1.291 -1.675 

0.759 2 1.223 -1.675 
0.792 1.261 -1.709 

0.761 2 1.186 -1.727 
0.786 1.218 -1.729 

0.758 2 1.157 -1.760 
0.709 1.193 -1.742 
0.792 5.394 2.515 
0.755 2 1.121 -1.784 
0.727 1.143 -1.761 
0.634 5.394 2.515 
0.748 2 1.091 -1.795 
0.648 1.115 -1.769 
0.507 5.394 2.515 
0.749 2 1.033 -1.791 

0.762 1.007 -1.721 
0.747 2 0.970 -1.852 
0.715 0.953 -1.921 

0.745 2 0.806 -1.830 
0.724 0.678 -1.774 

0.745 2 0.689 -1.772 
0.750 0.669 -1.702 

0.741 2 0.621 -1.717 
0.683 0.672 -1.683 

0.743 2 0.511 -1.609 

0.772 0.506 -1.443 
0.746 2 0.406 -1.469 

0.789 0.439 -1.289 
0.751 2 0.328 -1.303 

0.819 0.465 -1.143 
0.755 2 0.348 -1.168 
0.798 0.542 -1.204 
0.725 0.548 -2.096 0.765 0.550 -1.380 
0.759 2 0.413 -1.066 
0.816 0.571 -1.144 
0.724 0.564 -2.085 0.780 0.563 -1.339 
0.758 2 0.493 -0.992 
0.739 0.593 -1.088 
0.579 0.580 -2.074 
0.765 2 0.559 -0.845 

0.864 0.624 -0.838 
0.773 2 0.624 -0.724 

0.877 0.593 -2.115 0.877 0.627 -0.816 
0.780 2 0.688 -0.623 

0.857 0.609 -2.104 0.874 0.621 -0.791 
0.786 2 0.780 -0.586 
0.860 0.781 -0.737 
0.825 0.640 -2.102 
0.791 2 0.849 -0.557 
0.861 0.797 -0.649 
0.850 0.663 -2.027 
0.795 2 0.895 -0.547 
0.846 0.820 -0.619 
0.858 0.700 -1.993 
0.799 2 0.919 -0.536 
0.851 0.834 -0.574 
0.861 0.733 -1.958 
0.796 2 0.941 -0.510 
0.760 0.871 -0.508 
0.865 0.759 -1.966 
0.844 4 0.643 -1.994 0.788 2 0.908 -0.483 
0.844 0.643 -1.994 0.682 0.798 -0.468 

0.838 4 0.704 -1.888 0.777 2 0.900 -0.420 
0.752 0.704 -1.888 0.631 0.851 -0.358 

0.828 4 0.732 -1.851 0.770 2 0.972 -0.337 
0.692 0.741 -1.839 0.676 1.029 -0.265 

0.765 2 1.039 -0.255 0.829 4 0.747 -1.744 
0.704 1.076 -0.201 
0.843 0.740 -1.627 
0.763 2 1.098 -0.172 0.830 4 0.787 -1.633 
0.736 1.114 -0.134 
0.844 0.827 -1.573 
0.763 2 1.150 -0.098 0.831 4 0.833 -1.528 
0.759 1.153 -0.081 
0.846 0.862 -1.516 
0.763 2 1.209 -0.018 0.831 4 0.873 -1.435 
0.759 1.218 -0.001 
0.830 0.869 -1.468 
0.763 2 1.261 0.059 0.830 4 0.904 -1.371 
0.770 1.259 0.064 
0.824 0.875 -1.460 
0.758 2 1.302 0.122 0.830 4 0.924 -1.335 
0.684 1.286 0.108 
0.827 0.881 -1.446 
0.830 4 1.011 -1.296 0.759 2 1.326 0.211 
0.822 1.067 -1.316 
0.777 1.265 0.244 
0.829 4 1.083 -1.265 0.760 2 1.345 0.286 
0.828 1.093 -1.274 
0.775 1.281 0.268 
0.830 4 1.129 -1.221 0.761 2 1.357 0.350 
0.832 1.109 -1.210 
0.767 1.302 0.295 
0.830 4 1.156 -1.170 0.762 2 1.368 0.402 
0.834 1.122 -1.149 
0.774 1.334 0.332 
0.825 4 1.180 -1.108 0.763 2 1.383 0.455 
0.753 1.150 -1.078 
0.776 1.386 0.407 
0.814 4 1.198 -1.036 0.763 2 1.416 0.520 
0.677 1.170 -0.999 
0.771 1.482 0.532 
0.769 2 1.516 0.580 0.816 4 1.191 -0.935 
0.844 1.647 0.575 
0.837 1.084 -0.793 
0.775 2 1.620 0.643 0.818 4 1.177 -0.832 
0.850 1.692 0.648 
0.850 1.085 -0.724 
0.780 2 1.707 0.698 0.821 4 1.153 -0.736 
0.847 1.725 0.691 
0.861 1.076 -0.687 
0.784 2 1.780 0.747 0.822 4 1.121 -0.652 
0.845 1.769 0.739 
0.833 1.066 -0.666 
0.823 4 1.127 -0.533 0.787 2 1.838 0.809 
0.843 1.177 -0.489 0.829 1.808 0.819 

0.825 4 1.137 -0.431 0.782 2 1.880 0.862 
0.842 1.177 -0.434 0.717 1.836 0.862 

0.826 4 1.142 -0.344 0.773 2 1.899 0.904 
0.843 1.166 -0.371 0.652 1.839 0.892 

0.827 4 1.139 -0.274 0.773 2 1.907 0.960 
0.846 1.149 -0.313 
0.766 1.790 0.982 
0.823 4 1.131 -0.206 0.773 2 1.900 0.999 
0.761 1.135 -0.238 
0.777 1.769 0.968 
0.814 4 1.113 -0.122 0.775 2 1.881 1.024 
0.702 1.108 -0.129 
0.802 1.773 0.969 
0.818 4 1.046 -0.026 0.778 2 1.854 1.036 

0.861 0.928 -0.005 0.817 1.780 0.975 
0.821 4 1.018 0.057 0.778 2 1.843 1.084 
0.859 1.030 0.044 0.781 1.855 1.124 

0.823 4 0.990 0.131 0.779 2 1.835 1.115 
0.853 1.003 0.114 0.781 1.857 1.117 

0.817 4 0.966 0.191 0.779 2 1.831 1.128 
0.742 0.982 0.164 0.780 1.858 1.114 

0.807 4 0.948 0.238 0.773 2 1.832 1.131 
0.672 0.969 0.210 0.698 1.862 1.113 

0.799 4 0.902 0.360 0.758 2 1.836 1.127 
0.690 0.890 0.423 0.558 1.865 1.112 

0.794 4 0.867 0.445 0.705 2 1.816 1.127 
0.729 0.873 0.449 

0.791 4 0.843 0.526 0.656 2 1.816 1.127 
0.755 0.861 0.527 

0.788 4 0.807 0.605 0.610 2 1.816 1.127 
0.739 0.808 0.602 

0.622 2 1.839 1.116 0.778 4 0.766 0.656 
0.793 1.864 1.105 0.651 0.763 0.626 

0.629 2 1.842 1.106 0.771 4 0.726 0.733 
0.714 1.862 1.104 0.679 0.728 0.741 

0.636 2 1.851 1.100 0.767 4 0.684 0.815 
0.731 1.872 1.111 0.709 0.683 0.827 

0.643 2 1.854 1.094 0.765 4 0.649 0.893 
0.742 1.863 1.107 0.740 0.659 0.898 

0.651 2 1.861 1.095 0.764 4 0.622 0.961 
0.756 1.870 1.116 0.757 0.637 0.953 

0.659 2 1.862 1.095 0.760 4 0.604 1.011 
0.762 1.864 1.112 0.696 0.625 0.990 

0.667 2 1.865 1.097 0.761 4 0.544 1.061 
0.767 1.866 1.115 
0.785 0.477 1.030 
0.669 2 1.866 1.101 0.761 4 0.495 1.100 
0.700 1.865 1.115 
0.757 0.474 1.054 
0.673 2 1.869 1.102 0.763 4 0.454 1.127 
0.723 1.869 1.111 
0.791 0.464 1.074 
0.685 2 1.870 1.051 0.766 4 0.419 1.155 

0.843 1.864 0.945 0.807 0.442 1.134 
0.694 2 1.883 1.048 0.769 4 0.381 1.194 
0.816 1.897 1.073 
0.806 0.391 1.226 
0.702 2 1.903 1.039 0.776 4 0.381 1.290 
0.814 1.917 1.049 0.874 0.445 1.397 

0.705 2 1.922 1.024 0.778 4 0.386 1.378 
0.734 1.928 1.026 0.795 0.423 1.425 

0.707 2 1.934 0.989 0.774 4 0.386 1.452 
0.741 1.930 0.970 0.729 0.398 1.464 

0.705 2 1.947 0.949 0.785 4 0.417 1.524 
0.677 1.941 0.934 
0.931 0.493 1.528 
0.699 2 1.956 0.895 0.795 4 0.444 1.597 
0.622 1.947 0.871 
0.920 0.478 1.597 
0.703 2 1.928 0.859 0.804 4 0.466 1.674 

0.751 1.823 0.876 0.922 0.457 1.676 
0.708 2 1.896 0.798 0.812 4 0.478 1.752 

0.774 1.805 0.755 0.920 0.418 1.747 
0.714 2 1.861 0.710 0.806 4 0.481 1.826 

0.794 1.797 0.610 0.736 0.396 1.804 
0.719 2 1.859 0.610 0.791 4 0.473 1.896 
0.794 1.894 0.569 
0.589 0.374 1.861 
0.725 2 1.865 0.512 0.736 4 0.489 1.975 
0.799 1.896 0.503 

0.725 2 1.878 0.432 0.747 4 0.430 1.918 
0.722 1.907 0.456 
0.897 0.174 1.667 
0.727 2 1.860 0.361 0.745 4 0.367 1.907 
0.752 1.846 0.395 
0.718 0.174 1.667 
0.724 2 1.830 0.307 0.745 4 0.302 1.888 
0.690 1.809 0.354 
0.752 0.207 1.757 
0.733 2 1.775 0.221 0.735 4 0.250 1.880 

0.845 1.689 0.232 0.602 0.239 1.845 
0.738 2 1.746 0.122 0.684 4 0.193 1.870 
0.817 1.752 0.113 

0.744 2 1.725 0.022 0.636 4 0.193 1.870 
0.820 1.741 0.020 

0.749 2 1.719 -0.059 0.643 4 0.243 1.916 
0.813 1.749 -0.035 
0.728 0.416 2.075 
0.753 2 1.721 -0.139 0.649 4 0.255 1.952 
0.804 1.751 -0.118 
0.735 0.444 2.069 
0.757 2 1.718 -0.215 0.656 4 0.284 1.992 
0.805 1.734 -0.195 
0.749 0.454 2.099 
0.755 2 1.706 -0.297 0.664 4 0.323 2.032 
0.729 1.705 -0.290 
0.764 0.455 2.104 
0.749 2 1.679 -0.387 0.660 4 0.368 2.068 
0.676 1.662 -0.389 
0.611 0.458 2.112 
0.755 2 1.612 -0.434 0.614 4 0.398 2.093 

0.831 1.481 -0.328 
0.762 2 1.563 -0.463 0.629 4 0.401 2.020 
0.862 1.545 -0.402 
0.837 0.416 1.733 
0.769 2 1.514 -0.486 0.643 4 0.448 1.941 
0.856 1.506 -0.447 
0.825 0.483 1.695 
0.776 2 1.464 -0.499 0.644 4 0.511 1.839 
0.867 1.463 -0.470 
0.660 0.549 1.658 
0.782 2 1.415 -0.506 0.636 4 0.584 1.728 
0.870 1.418 -0.489 
0.528 0.614 1.620 
0.783 2 1.371 -0.508 0.632 4 0.606 1.631 
0.789 1.383 -0.501 
0.573 0.428 1.638 
0.778 2 1.341 -0.510 0.587 4 0.670 1.516 
0.713 1.367 -0.514 

0.784 2 1.257 -0.505 0.546 4 0.670 1.516 

0.859 1.177 -0.518 
0.789 2 1.182 -0.548 0.508 4 0.670 1.516 
0.858 1.166 -0.632 

0.787 2 1.137 -0.585 0.472 4 0.670 1.516 
0.769 1.168 -0.634 

0.788 2 1.119 -0.607 0.497 4 0.725 1.505 
0.790 1.171 -0.624 0.825 0.804 1.489 

0.789 2 1.119 -0.607 0.514 4 0.830 1.390 
0.810 1.174 -0.597 0.742 0.846 1.416 

0.791 2 1.127 -0.582 0.526 4 0.887 1.255 
0.811 1.171 -0.552 0.682 0.833 1.265 

0.793 2 1.144 -0.542 0.539 4 0.965 1.205 
0.831 1.177 -0.509 0.705 0.941 1.319 

0.797 2 1.163 -0.495 0.553 4 1.036 1.170 
0.839 1.182 -0.470 0.741 1.006 1.274 
0.874 2.559 -0.240 
0.801 2 1.175 -0.443 0.568 4 1.087 1.148 
0.856 1.173 -0.429 0.765 1.038 1.239 
0.699 2.559 -0.240 
0.804 2 1.166 -0.382 0.582 4 1.121 1.129 
0.843 1.133 -0.370 0.771 1.067 1.195 
0.559 2.559 -0.240 
0.806 2 1.146 -0.309 0.589 4 1.139 1.119 
