1.247 -2.954 0.903 1.491 -2.973 0.930 0.781 0.719 0.783 0.499 0.724 0.798 
1.249 -2.959 0.877 1.493 -2.978 0.866 0.779 0.709 0.688 0.498 0.726 0.871 
1.246 -2.952 0.922 1.486 -2.964 0.926 0.781 0.717 0.766 0.500 0.729 0.847 
1.251 -2.963 0.861 1.492 -2.976 0.871 0.796 0.751 0.828 0.506 0.734 0.877 
1.244 -2.948 0.915 1.491 -2.974 0.897 0.837 0.833 0.813 0.520 0.736 0.846 
1.247 -2.956 0.892 1.491 -2.973 0.941 0.529 0.738 0.774 
1.250 -2.962 0.839 1.494 -2.979 0.883 0.562 0.770 0.830 
1.249 -2.959 0.841 1.493 -2.977 0.897 0.593 0.819 0.836 
1.249 -2.961 0.822 1.491 -2.973 0.902 0.643 0.901 0.806 
1.248 -2.957 0.876 1.495 -2.982 0.813 0.972 1.054 0.821 0.702 1.023 0.843 
1.245 -2.950 0.888 1.495 -2.982 0.846 0.980 1.077 0.766 0.784 1.174 0.794 
1.247 -2.954 0.921 1.490 -2.972 0.854 1.006 1.135 0.950 0.887 1.380 0.852 
1.248 -2.957 0.865 1.492 -2.975 0.959 1.014 1.158 0.887 0.930 1.482 0.812 
1.247 -2.955 0.880 1.490 -2.972 0.884 1.044 1.228 0.841 0.960 1.572 0.783 
1.248 -2.956 0.819 1.490 -2.972 0.883 1.083 1.337 0.857 0.952 1.600 0.842 
1.246 -2.952 0.920 1.492 -2.975 0.894 1.106 1.398 0.909 0.950 1.615 0.851 
1.244 -2.949 0.909 1.489 -2.970 0.934 1.201 1.581 0.930 0.972 1.667 0.752 
1.245 -2.932 0.808 1.489 -2.970 0.932 1.262 1.723 0.899 0.988 1.685 0.781 
1.246 -2.936 0.828 1.488 -2.968 0.893 1.005 1.698 0.768 
1.257 -2.942 0.888 1.026 1.700 0.962 
1.268 -2.932 0.876 1.510 -2.978 0.846 1.054 1.737 0.907 
1.280 -2.925 0.744 1.506 -2.971 0.917 1.114 1.800 0.901 
1.280 -2.926 0.751 1.505 -2.970 0.904 1.198 1.862 0.848 
1.277 -2.918 0.923 1.509 -2.978 0.928 
1.283 -2.933 0.800 1.499 -2.959 0.871 1.490 1.985 0.949 
1.277 -2.920 0.836 1.595 2.012 0.897 
1.276 -2.916 0.870 1.742 2.030 0.754 1.520 2.190 0.955 
1.279 -2.922 0.778 1.515 -2.972 0.911 1.565 2.193 0.793 
1.276 -2.916 0.827 1.827 2.003 0.913 1.621 2.189 0.816 
1.273 -2.910 0.927 1.495 -2.950 0.883 
