1.368 -0.310 0.938 0.726 0.831 0.843 0.484 0.895 0.824 
1.358 -0.264 0.878 0.724 0.817 0.841 0.446 0.980 0.806 
1.383 -0.189 0.919 0.725 0.801 0.792 
1.593 -0.295 0.864 1.377 -0.117 0.916 0.725 0.806 0.798 0.333 1.078 0.758 
1.582 -0.275 0.811 1.367 -0.006 0.912 0.696 0.883 0.895 0.312 1.243 0.793 
1.585 -0.251 0.936 1.363 0.036 0.903 0.643 1.006 0.892 0.290 1.278 0.785 
1.613 -0.219 0.802 1.362 0.051 0.825 0.561 1.132 0.842 
1.596 -0.133 0.896 1.371 0.056 0.918 
1.348 0.062 0.939 
1.345 0.062 0.960 0.158 1.251 0.558 
1.343 0.065 0.856 1.579 0.240 0.902 
1.378 0.072 0.886 1.580 0.307 0.953 4.231 1.055 0.855 
1.368 0.122 0.938 1.573 0.374 0.782 
1.367 0.172 0.921 1.613 0.403 0.866 
1.403 0.280 0.872 
1.401 0.400 0.883 
