0.303 -0.581 0.807 
0.315 -0.574 0.587 
0.334 -0.640 0.529 
0.339 -0.568 0.703 
0.433 -0.567 0.819 
0.536 -0.561 0.800 
0.636 -0.558 0.746 
0.815 -0.752 0.912 0.842 -0.491 0.872 
0.834 -0.746 0.917 0.902 -0.427 0.932 
0.862 -0.724 0.921 1.037 -0.387 0.884 5.405 2.520 0.747 
0.208 -1.397 0.868 0.913 -0.698 0.886 1.104 -0.351 0.886 
0.983 -0.652 0.859 1.136 -0.314 0.852 
0.518 -1.674 0.873 1.134 -0.539 0.624 1.159 -0.285 0.820 
0.646 -1.640 0.788 1.167 -0.455 0.872 
0.763 -1.537 0.849 1.167 -0.255 0.841 
0.427 -1.465 0.864 0.829 -1.504 0.877 1.150 -0.238 0.798 
0.500 -1.398 0.734 0.851 -1.505 0.876 1.199 -0.224 0.834 1.504 -0.093 0.804 
0.672 -1.261 0.829 1.229 -0.169 0.673 1.545 -0.036 0.766 
0.788 -1.162 0.954 1.324 -0.100 0.799 5.396 2.516 0.730 
0.914 -1.464 0.807 0.917 -1.051 0.837 1.435 0.026 0.770 
0.939 -1.396 0.836 0.993 -1.021 0.890 1.627 -0.054 0.912 1.527 0.161 0.870 
1.595 -0.041 0.921 1.625 0.248 0.826 
1.021 -0.939 0.817 1.672 -0.008 0.885 1.670 0.335 0.830 
1.026 -0.935 0.816 1.665 0.009 0.925 1.668 0.386 0.875 
1.052 -0.922 0.714 1.406 -0.898 0.758 1.706 0.078 0.883 1.785 0.457 0.818 
1.072 -0.879 0.769 1.429 -0.787 0.894 1.741 0.156 0.884 1.802 0.505 0.775 
1.102 -0.841 0.811 1.477 -0.742 0.892 1.817 0.240 0.914 1.775 0.511 0.771 
1.187 -0.739 0.864 1.945 0.403 0.912 1.764 0.525 0.924 
1.222 -0.657 0.743 1.822 0.560 0.703 
1.314 -0.505 0.871 1.804 0.573 0.791 5.393 2.515 0.715 
1.562 -0.665 0.803 1.406 -0.366 0.768 1.805 0.598 0.716 
1.530 -0.616 0.858 1.488 -0.319 0.870 1.842 0.629 0.806 
1.560 -0.535 0.885 1.582 -0.282 0.738 1.882 0.696 0.757 
1.628 -0.481 0.849 1.542 -0.235 0.840 1.932 0.792 0.632 
1.609 -0.253 0.739 1.978 0.914 0.800 
