0.813 -2.103 0.890 1.175 -1.800 0.945 
0.820 -2.110 0.910 1.179 -1.800 0.892 
0.852 -2.109 0.912 1.204 -1.795 0.860 
0.852 -2.109 0.912 1.204 -1.795 0.860 
0.888 -2.130 0.872 
0.908 -2.113 0.920 
0.951 -2.088 0.923 1.248 -1.904 0.794 
0.997 -2.079 0.923 1.237 -1.962 0.844 
1.038 -2.049 0.950 1.216 -2.055 0.910 
1.073 -2.029 0.941 
1.120 -2.011 0.910 
1.160 -1.998 0.890 
1.212 -2.367 0.950 1.180 -1.994 0.941 
1.234 -2.384 0.952 1.215 -1.992 0.938 
1.251 -2.415 0.881 1.272 -1.959 0.930 
1.268 -2.422 0.912 1.321 -1.969 0.974 
1.282 -2.412 0.918 1.361 -1.980 0.915 
1.311 -2.402 0.943 
1.349 -2.372 0.938 
1.386 -2.352 0.962 
1.411 -2.141 0.960 
1.323 -2.180 0.978 
1.253 -2.170 0.921 1.531 -2.270 0.970 
1.207 -2.134 0.917 1.538 -2.248 0.919 
1.160 -2.061 0.951 1.524 -2.259 0.964 
1.153 -1.996 0.935 1.559 -2.236 0.932 
1.158 -1.935 0.954 1.545 -2.225 0.952 
1.176 -1.890 0.876 1.546 -2.186 0.907 
1.189 -1.839 0.872 
1.203 -1.791 0.897 
1.236 -1.756 0.882 
1.268 -1.728 0.821 
1.297 -1.681 0.870 
1.159 -1.767 0.853 1.308 -1.636 0.862 
1.084 -1.684 0.954 1.331 -1.593 0.860 
1.030 -1.622 0.924 1.341 -1.549 0.853 
0.977 -1.561 0.891 1.353 -1.514 0.816 
0.948 -1.516 0.927 1.331 -1.452 0.866 
0.909 -1.467 0.934 1.359 -1.418 0.818 
0.893 -1.442 0.934 1.329 -1.351 0.896 
0.879 -1.405 0.957 1.287 -1.292 0.827 
0.885 -1.375 0.951 
0.901 -1.347 0.940 
0.913 -1.321 0.944 
0.936 -1.293 0.952 
0.941 -1.265 0.946 0.981 -1.097 0.885 
0.826 -1.070 0.938 
0.712 -1.060 0.960 
0.638 -1.074 0.942 0.950 -1.183 0.938 
0.536 -1.073 0.953 0.926 -1.158 0.946 
0.536 -1.073 0.953 0.926 -1.158 0.946 
0.498 -1.073 0.937 0.959 -1.131 0.926 
0.465 -1.074 0.955 0.943 -1.107 0.915 
0.461 -1.072 0.944 0.934 -1.082 0.886 
0.444 -1.070 0.949 
0.431 -1.073 0.928 
0.446 -1.058 0.938 
0.453 -1.048 0.934 
0.467 -1.031 0.932 
0.473 -1.025 0.928 
0.402 -1.266 0.944 0.474 -1.011 0.921 
0.350 -1.308 0.944 0.472 -1.014 0.923 
0.309 -1.353 0.932 0.457 -1.015 0.911 
0.298 -1.376 0.917 0.443 -1.019 0.924 
0.290 -1.438 0.912 0.450 -1.001 0.888 
0.289 -1.455 0.919 0.437 -1.018 0.915 
0.293 -1.474 0.911 0.424 -1.032 0.848 
0.315 -1.483 0.909 
0.281 -1.327 0.787 
0.228 -1.465 0.873 0.431 -1.446 0.898 
0.210 -1.571 0.918 0.463 -1.447 0.910 
0.211 -1.658 0.923 0.480 -1.446 0.894 
0.212 -1.757 0.906 0.502 -1.469 0.915 
0.242 -1.808 0.910 0.535 -1.442 0.896 
0.276 -1.847 0.912 0.551 -1.466 0.795 
0.315 -1.861 0.904 0.570 -1.468 0.690 
0.354 -1.885 0.900 0.591 -1.450 0.706 
0.395 -1.900 0.892 0.615 -1.535 0.873 
0.436 -1.890 0.892 0.632 -1.609 0.870 
0.479 -1.886 0.892 0.652 -1.680 0.740 
0.519 -1.873 0.891 0.688 -1.817 0.777 
0.560 -1.876 0.897 0.734 -1.976 0.879 
0.560 -1.876 0.897 0.734 -1.976 0.879 
0.603 -1.870 0.897 
0.642 -1.866 0.892 
0.685 -1.884 0.893 
0.730 -1.902 0.888 
0.783 -1.901 0.755 
0.827 -1.902 0.802 
0.884 -1.918 0.741 
1.126 -2.021 0.811 1.370 -2.192 0.773 
1.243 -2.175 0.783 1.415 -2.159 0.849 
1.360 -2.308 0.751 1.464 -2.121 0.856 
1.469 -2.397 0.760 1.513 -2.092 0.857 
1.559 -2.436 0.836 1.569 -2.073 0.858 
