1.201 -2.954 0.869 1.460 -2.943 0.931 
1.208 -2.969 0.899 1.458 -2.940 0.940 
1.206 -2.965 0.872 1.457 -2.938 0.915 
1.203 -2.958 0.922 1.454 -2.932 0.875 
1.200 -2.952 0.900 
1.203 -2.941 0.880 1.463 -2.917 0.915 
1.214 -2.949 0.887 1.474 -2.909 0.921 
1.222 -2.913 0.797 1.479 -2.918 0.821 
1.237 -2.829 0.899 
1.265 -2.759 0.865 
1.267 -2.613 0.814 
1.264 -2.506 0.883 
1.283 -2.476 0.875 
1.261 -2.409 0.835 
1.255 -2.410 0.876 1.500 -2.611 0.731 
1.264 -2.403 0.798 1.488 -2.404 0.936 
1.272 -2.391 0.906 1.507 -2.203 0.896 
1.270 -2.363 0.823 
1.275 -2.300 0.843 1.506 -1.953 0.901 
1.281 -2.230 0.767 1.530 -1.941 0.735 
1.306 -2.041 0.807 1.521 -1.912 0.892 
1.312 -1.823 0.714 
1.333 -1.669 0.793 
1.494 -1.813 0.767 1.371 -1.476 0.850 
1.378 -1.432 0.847 
1.376 -1.370 0.829 
1.346 -1.346 0.874 
1.376 -1.346 0.826 1.549 -1.283 0.834 
1.374 -1.320 0.855 1.567 -1.092 0.887 
1.371 -1.290 0.846 1.571 -0.968 0.899 
1.366 -1.213 0.809 
1.352 -1.095 0.826 
1.363 -0.956 0.764 
1.540 0.197 0.876 
1.572 0.268 0.892 
1.579 0.287 0.885 
1.375 0.157 0.898 4.234 1.046 0.846 
1.555 0.313 0.978 1.350 0.423 0.947 
1.575 0.347 0.874 1.354 0.589 0.906 
1.568 0.392 0.905 1.384 0.703 0.845 
1.555 0.468 0.864 1.392 0.781 0.722 
1.593 0.570 0.883 1.366 0.786 0.879 
1.358 0.799 0.901 
1.377 0.828 0.830 
1.374 0.838 0.840 
1.351 0.860 0.927 1.523 1.128 0.795 
1.378 0.924 0.870 
1.355 1.046 0.948 
1.541 1.167 0.764 1.346 1.166 0.935 4.185 4.024 0.753 
1.544 1.185 0.785 1.353 1.330 0.878 
1.557 1.222 0.864 1.352 1.413 0.962 
1.557 1.278 0.859 1.346 1.444 0.955 
1.541 1.375 0.781 1.337 1.459 0.963 
1.328 1.456 0.922 
1.342 1.472 0.901 
1.376 1.496 0.769 
1.355 1.472 0.895 1.482 1.823 0.886 
1.391 1.512 0.866 
1.428 1.539 0.895 
1.478 1.564 0.848 1.521 1.870 0.886 
1.557 1.598 0.877 1.530 1.882 0.859 
1.598 1.634 0.938 1.526 1.877 0.861 
1.646 1.683 0.846 1.527 1.877 0.837 
1.647 1.677 0.901 1.511 1.849 0.923 
1.661 1.684 0.924 1.484 1.824 0.825 
1.663 1.678 0.913 1.457 1.799 0.860 
1.659 1.674 0.898 1.447 1.788 0.762 
1.660 1.675 0.919 1.425 1.737 0.861 
1.663 1.685 0.913 1.426 1.753 0.850 
1.662 1.692 0.899 1.420 1.754 0.865 
1.656 1.685 0.819 1.416 1.749 0.880 
1.656 1.693 0.937 1.411 1.750 0.837 
