5.406 2.521 0.824 
0.477 -1.614 0.810 
0.551 -1.566 0.885 
0.581 -1.576 0.818 
0.461 -1.356 0.800 
0.586 -1.248 0.813 
0.713 -1.214 0.899 
0.644 -1.501 0.778 0.742 -1.176 0.821 
0.711 -1.436 0.728 0.771 -1.159 0.683 
0.785 -1.147 0.700 
0.816 -1.168 0.745 1.170 -1.219 0.801 
0.856 -1.147 0.908 1.213 -1.171 0.773 
0.882 -1.103 0.884 1.242 -1.171 0.862 
0.943 -1.056 0.736 
1.051 -0.981 0.776 
1.206 -1.181 0.837 1.143 -0.931 0.891 
1.251 -1.122 0.783 1.223 -0.857 0.852 
1.271 -1.105 0.741 1.220 -0.799 0.860 
1.294 -1.048 0.871 1.240 -0.769 0.825 
1.334 -0.993 0.816 1.257 -0.762 0.829 
1.264 -0.759 0.831 
1.278 -0.745 0.860 
1.296 -0.743 0.892 
1.302 -0.725 0.803 1.652 -0.633 0.813 
1.325 -0.686 0.760 1.699 -0.579 0.833 
1.358 -0.651 0.706 1.680 -0.548 0.814 
1.390 -0.565 0.816 
1.426 -0.498 0.828 
1.663 -0.581 0.749 1.524 -0.389 0.865 
1.714 -0.517 0.729 1.569 -0.281 0.867 
1.762 -0.505 0.743 1.582 -0.228 0.889 
1.597 -0.191 0.778 
1.618 -0.183 0.838 
1.610 -0.158 0.809 
1.637 -0.145 0.872 
1.622 -0.123 0.822 1.937 0.076 0.766 
1.665 -0.106 0.804 
1.719 -0.059 0.796 
1.691 0.043 0.819 
1.725 0.128 0.748 
1.770 0.221 0.707 
1.769 0.368 0.715 
2.008 0.229 0.774 1.822 0.459 0.730 
1.975 0.286 0.785 1.816 0.516 0.808 
1.954 0.336 0.785 1.786 0.528 0.669 
1.993 0.385 0.773 
1.760 0.539 0.671 
1.795 0.555 0.834 
1.797 0.569 0.769 
1.805 0.597 0.798 
1.816 0.631 0.817 
1.818 0.717 0.787 
1.846 0.839 0.741 
2.049 0.838 0.774 1.880 0.972 0.793 
2.086 0.882 0.871 1.925 1.090 0.724 
2.086 0.904 0.859 1.946 1.165 0.795 
2.096 0.962 0.819 1.966 1.204 0.792 
2.127 1.051 0.757 1.979 1.237 0.792 
1.927 1.216 0.765 
1.944 1.221 0.753 
1.970 1.225 0.733 
1.969 1.218 0.753 2.078 1.490 0.887 
1.998 1.225 0.824 
2.007 1.217 0.741 2.093 1.465 0.767 
2.046 1.229 0.929 2.138 1.489 0.759 
2.079 1.237 0.809 2.139 1.511 0.796 
2.163 1.255 0.764 2.120 1.483 0.846 
2.200 1.237 0.809 2.124 1.486 0.830 
2.294 1.287 0.700 2.130 1.484 0.750 
2.291 1.277 0.719 
2.286 1.261 0.722 2.087 1.414 0.931 
2.270 1.253 0.728 2.078 1.408 0.851 
2.280 1.265 0.718 
2.245 1.244 0.825 1.986 1.347 0.765 
2.233 1.238 0.802 1.939 1.303 0.884 
1.932 1.280 0.817 
1.914 1.262 0.776 
1.878 1.250 0.800 
2.022 1.117 0.802 1.873 1.258 0.788 
1.945 1.053 0.881 1.870 1.256 0.795 
1.885 1.010 0.672 1.848 1.229 0.724 
1.798 0.924 0.801 1.825 1.191 0.829 
1.719 0.880 0.830 1.816 1.168 0.793 
1.728 0.891 0.726 
1.727 0.875 0.692 1.705 1.118 0.779 
1.739 0.883 0.772 1.596 1.061 0.717 
1.683 0.870 0.839 1.479 0.968 0.776 
1.691 0.860 0.768 
1.305 0.821 0.799 
1.511 0.761 0.842 1.259 0.808 0.658 
1.485 0.719 0.745 1.267 0.832 0.621 
1.459 0.676 0.792 
1.349 0.557 0.741 
1.300 0.487 0.789 
1.307 0.480 0.751 1.238 0.765 0.729 
1.281 0.455 0.876 1.230 0.716 0.781 
1.280 0.449 0.871 1.181 0.662 0.768 
1.080 0.542 0.907 
1.037 0.409 0.875 
1.019 0.295 0.857 
1.012 0.202 0.715 1.215 0.434 0.861 
1.029 0.159 0.794 1.251 0.406 0.823 
1.032 0.132 0.834 1.215 0.349 0.874 
1.000 0.101 0.684 
1.004 0.075 0.692 
1.042 0.064 0.808 
1.237 -0.245 0.801 1.043 0.039 0.819 
1.236 -0.325 0.854 1.018 -0.022 0.815 
1.243 -0.361 0.845 1.044 -0.072 0.854 
1.046 -0.210 0.778 
1.006 -0.334 0.795 
1.010 -0.546 0.817 
0.973 -0.702 0.791 1.207 -0.448 0.847 
0.969 -0.777 0.842 1.196 -0.484 0.828 
0.972 -0.858 0.737 1.170 -0.557 0.782 
0.952 -0.873 0.604 1.203 -0.656 0.790 
0.963 -0.910 0.839 1.157 -0.783 0.673 
0.947 -0.922 0.709 
0.980 -0.983 0.809 
0.950 -1.006 0.886 
0.946 -1.080 0.814 5.410 2.522 0.738 
0.906 -1.180 0.791 
0.821 -1.527 0.893 1.049 -1.424 0.916 
0.772 -1.699 0.863 1.016 -1.467 0.883 
0.782 -1.768 0.818 0.997 -1.508 0.883 
0.751 -1.804 0.852 0.982 -1.611 0.891 
0.730 -1.809 0.884 
0.730 -1.820 0.800 
0.718 -1.813 0.790 
0.731 -1.855 0.789 
0.728 -1.870 0.880 
0.751 -1.905 0.823 
0.788 -1.935 0.873 
0.691 -2.255 0.876 0.816 -1.958 0.929 
0.834 -1.988 0.942 
0.841 -1.983 0.886 
0.687 -2.113 0.849 0.894 -1.999 0.824 
0.747 -1.816 0.801 
0.822 -1.615 0.769 
0.908 -1.916 0.855 0.923 -1.459 0.915 
0.925 -1.879 0.739 0.958 -1.381 0.844 
0.982 -1.802 0.836 0.987 -1.357 0.856 
0.973 -1.383 0.822 1.239 -1.248 0.832 
1.026 -1.339 0.815 1.370 -0.971 0.841 
1.053 -1.247 0.765 1.406 -0.860 0.876 
1.101 -1.162 0.827 
1.185 -0.876 0.721 1.463 -0.745 0.923 
1.297 -0.584 0.902 
1.492 -0.725 0.805 
1.498 -0.636 0.843 1.532 -0.152 0.825 
1.522 -0.537 0.750 1.514 -0.063 0.850 
1.584 0.016 0.784 
1.534 0.021 0.653 
1.559 0.037 0.739 
1.594 0.124 0.854 1.866 0.493 0.759 
1.622 0.205 0.820 1.910 0.604 0.711 
1.663 0.427 0.692 
1.671 0.698 0.797 
1.914 0.737 0.776 1.685 0.967 0.747 
1.868 0.784 0.805 1.653 1.136 0.716 
1.848 0.862 0.748 1.647 1.230 0.800 
1.856 1.081 0.619 1.647 1.359 0.800 
1.801 1.273 0.787 1.599 1.356 0.813 
1.607 1.368 0.815 
1.596 1.396 0.810 
1.599 1.475 0.779 1.663 1.858 0.792 
1.559 1.633 0.742 1.622 1.987 0.919 
1.519 1.795 0.664 
1.605 1.972 0.800 1.401 1.928 0.883 
1.597 2.063 0.880 1.356 2.131 0.795 
1.571 2.114 0.840 1.321 2.154 0.756 
1.483 2.219 0.772 
1.281 2.186 0.896 
1.321 2.166 0.829 
1.339 2.174 0.785 1.066 2.188 0.821 
1.339 2.206 0.758 1.016 2.061 0.847 
0.992 1.886 0.881 
0.999 1.855 0.827 
0.995 1.856 0.789 
1.230 1.806 0.810 0.982 1.841 0.800 
0.997 1.817 0.739 
1.024 1.762 0.796 
1.025 1.643 0.785 
1.292 1.282 0.697 1.032 1.514 0.755 
1.139 1.228 0.693 
1.222 1.023 0.737 1.267 1.266 0.778 
